# Log T   Log Rho   Log P
 1.778151  -7.522879  +1.870692
 1.778151  -7.397940  +1.995630
 1.778151  -7.301030  +2.092540
 1.778151  -7.221849  +2.171722
 1.778151  -7.154902  +2.238668
 1.778151  -7.096910  +2.296660
 1.778151  -7.045757  +2.347813
 1.778151  -7.000000  +2.393570
 1.778151  -6.698970  +2.694599
 1.778151  -6.522879  +2.870690
 1.778151  -6.397940  +2.995628
 1.778151  -6.301030  +3.092537
 1.778151  -6.221849  +3.171718
 1.778151  -6.154902  +3.238664
 1.778151  -6.096910  +3.296655
 1.778151  -6.045757  +3.347807
 1.778151  -6.000000  +3.393564
 1.778151  -5.698970  +3.694587
 1.778151  -5.522879  +3.870671
 1.778151  -5.397940  +3.995602
 1.778151  -5.301030  +4.092505
 1.778151  -5.221849  +4.171679
 1.778151  -5.154902  +4.238619
 1.778151  -5.096910  +4.296603
 1.778151  -5.045757  +4.347749
 1.778151  -5.000000  +4.393499
 1.778151  -4.698970  +4.694457
 1.778151  -4.522879  +4.870477
 1.778151  -4.397940  +4.995343
 1.778151  -4.301030  +5.092181
 1.778151  -4.221849  +5.171291
 1.778151  -4.154902  +5.238166
 1.778151  -4.096910  +5.296086
 1.778151  -4.045757  +5.347166
 1.778151  -4.000000  +5.392852
 1.778151  -3.698970  +5.693162
 1.778151  -3.522879  +5.868532
 1.778151  -3.397940  +5.992748
 1.778151  -3.301030  +6.088934
 1.778151  -3.221849  +6.167390
 1.778151  -3.154902  +6.233610
 1.778151  -3.096910  +6.290875
 1.778151  -3.045757  +6.341298
 1.778151  -3.000000  +6.386325
 1.778151  -2.698970  +6.679983
 1.778151  -2.522879  +6.848574
 1.778151  -2.397940  +6.965886
 1.778151  -2.301030  +7.055041
 1.778151  -2.221849  +7.126340
 1.778151  -2.154902  +7.185278
 1.778151  -2.096910  +7.235135
 1.778151  -2.045757  +7.278028
 1.778151  -2.000000  +7.315404
 1.778151  -1.698970  +7.526598
 1.778151  -1.522879  +7.607800
 1.778151  -1.397940  +7.653254
 1.778151  -1.301030  +7.726605
 1.778151  -1.221849  +7.875727
 1.778151  -1.154902  +8.095161
 1.778151  -1.096910  +8.343730
 1.778151  -1.045757  +8.588082
 1.778151  -1.000000  +8.815916
 1.778151  -0.698970  +10.237342
 1.778151  -0.522879  +10.949439
 1.778151  -0.397940  +11.320562
 1.778151  -0.301030  +11.594359
 1.778151  -0.221849  +11.804569
 1.778151  -0.154902  +11.970528
 1.778151  -0.096910  +12.107495
 1.778151  -0.045757  +12.227522
 1.778151  +0.000000  +12.314594
 1.778151  +0.079181  +12.486107
 1.778151  +0.146128  +12.649255
 1.778151  +0.204120  +12.793170
 1.778151  +0.255273  +12.917833
 1.778151  +0.301030  +13.025805
 1.778151  +0.342423  +13.120061
 1.778151  +0.477121  +13.412214
 1.778151  +0.602060  +13.672688
 1.778151  +0.698970  +13.868543
 1.778151  +0.954243  +14.362377
 1.778151  +1.079181  +14.597603
 1.778151  +1.176091  +14.782205
 1.778151  +1.301030  +15.007569
 1.778151  +1.477121  +15.324145
 1.778151  +1.698970  +15.718468
 1.778151  +1.845098  +15.975784
 1.778151  +2.000000  +16.245936
 1.778151  +2.176091  +16.551810
 1.778151  +2.301030  +16.767684
 1.778151  +2.397940  +16.934561
 1.778151  +2.477121  +17.070577
 1.778151  +2.544068  +17.185362
 1.778151  +2.602060  +17.284645
 1.778151  +2.653213  +17.372111
 1.778151  +2.698970  +17.450270
 1.778151  +2.778151  +17.585348
 1.778151  +2.845098  +17.699395
 1.778151  +2.903090  +17.798076
 1.778151  +2.954243  +17.885038
 1.778151  +3.000000  +17.962766
 1.778151  +3.079181  +18.097142
 1.778151  +3.146128  +18.210635
 1.778151  +3.204120  +18.308863
 1.778151  +3.255273  +18.395405
 2.000000  -7.522879  +2.092541
 2.000000  -7.397940  +2.217479
 2.000000  -7.301030  +2.314389
 2.000000  -7.221849  +2.393571
 2.000000  -7.154902  +2.460517
 2.000000  -7.096910  +2.518509
 2.000000  -7.045757  +2.569662
 2.000000  -7.000000  +2.615420
 2.000000  -6.698970  +2.916449
 2.000000  -6.522879  +3.092540
 2.000000  -6.397940  +3.217479
 2.000000  -6.301030  +3.314389
 2.000000  -6.221849  +3.393570
 2.000000  -6.154902  +3.460516
 2.000000  -6.096910  +3.518508
 2.000000  -6.045757  +3.569660
 2.000000  -6.000000  +3.615418
 2.000000  -5.698970  +3.916446
 2.000000  -5.522879  +4.092535
 2.000000  -5.397940  +4.217471
 2.000000  -5.301030  +4.314379
 2.000000  -5.221849  +4.393559
 2.000000  -5.154902  +4.460504
 2.000000  -5.096910  +4.518494
 2.000000  -5.045757  +4.569644
 2.000000  -5.000000  +4.615399
 2.000000  -4.698970  +4.916409
 2.000000  -4.522879  +5.092481
 2.000000  -4.397940  +5.217399
 2.000000  -4.301030  +5.314289
 2.000000  -4.221849  +5.393450
 2.000000  -4.154902  +5.460377
 2.000000  -4.096910  +5.518349
 2.000000  -4.045757  +5.569481
 2.000000  -4.000000  +5.615218
 2.000000  -3.698970  +5.916048
 2.000000  -3.522879  +6.091938
 2.000000  -3.397940  +6.216677
 2.000000  -3.301030  +6.313387
 2.000000  -3.221849  +6.392369
 2.000000  -3.154902  +6.459117
 2.000000  -3.096910  +6.516910
 2.000000  -3.045757  +6.567864
 2.000000  -3.000000  +6.613423
 2.000000  -2.698970  +6.912496
 2.000000  -2.522879  +7.086673
 2.000000  -2.397940  +7.209743
 2.000000  -2.301030  +7.304835
 2.000000  -2.221849  +7.382253
 2.000000  -2.154902  +7.447496
 2.000000  -2.096910  +7.503846
 2.000000  -2.045757  +7.553420
 2.000000  -2.000000  +7.597674
 2.000000  -1.698970  +7.888807
 2.000000  -1.522879  +8.068112
 2.000000  -1.397940  +8.214752
 2.000000  -1.301030  +8.355539
 2.000000  -1.221849  +8.501031
 2.000000  -1.154902  +8.653306
 2.000000  -1.096910  +8.810232
 2.000000  -1.045757  +8.967706
 2.000000  -1.000000  +9.122504
 2.000000  -0.698970  +10.408345
 2.000000  -0.522879  +10.974424
 2.000000  -0.397940  +11.336119
 2.000000  -0.301030  +11.596468
 2.000000  -0.221849  +11.791082
 2.000000  -0.154902  +11.959031
 2.000000  -0.096910  +12.093473
 2.000000  -0.045757  +12.211588
 2.000000  +0.000000  +12.333684
 2.000000  +0.079181  +12.510835
 2.000000  +0.146128  +12.671394
 2.000000  +0.204120  +12.800078
 2.000000  +0.255273  +12.920413
 2.000000  +0.301030  +13.038269
 2.000000  +0.342423  +13.118731
 2.000000  +0.477121  +13.412570
 2.000000  +0.602060  +13.672683
 2.000000  +0.698970  +13.874234
 2.000000  +0.954243  +14.362356
 2.000000  +1.079181  +14.597100
 2.000000  +1.176091  +14.776706
 2.000000  +1.301030  +15.005477
 2.000000  +1.477121  +15.323380
 2.000000  +1.698970  +15.718478
 2.000000  +1.845098  +15.975717
 2.000000  +2.000000  +16.245983
 2.000000  +2.176091  +16.551847
 2.000000  +2.301030  +16.767715
 2.000000  +2.397940  +16.934588
 2.000000  +2.477121  +17.070602
 2.000000  +2.544068  +17.185385
 2.000000  +2.602060  +17.284666
 2.000000  +2.653213  +17.372130
 2.000000  +2.698970  +17.450288
 2.000000  +2.778151  +17.585365
 2.000000  +2.845098  +17.699410
 2.000000  +2.903090  +17.798090
 2.000000  +2.954243  +17.885051
 2.000000  +3.000000  +17.962779
 2.000000  +3.079181  +18.097154
 2.000000  +3.146128  +18.210645
 2.000000  +3.204120  +18.308873
 2.000000  +3.255273  +18.395414
 2.301030  -7.522879  +2.393571
 2.301030  -7.397940  +2.518509
 2.301030  -7.301030  +2.615420
 2.301030  -7.221849  +2.694601
 2.301030  -7.154902  +2.761548
 2.301030  -7.096910  +2.819540
 2.301030  -7.045757  +2.870692
 2.301030  -7.000000  +2.916450
 2.301030  -6.698970  +3.217480
 2.301030  -6.522879  +3.393571
 2.301030  -6.397940  +3.518510
 2.301030  -6.301030  +3.615420
 2.301030  -6.221849  +3.694602
 2.301030  -6.154902  +3.761549
 2.301030  -6.096910  +3.819541
 2.301030  -6.045757  +3.870693
 2.301030  -6.000000  +3.916451
 2.301030  -5.698970  +4.217483
 2.301030  -5.522879  +4.393576
 2.301030  -5.397940  +4.518516
 2.301030  -5.301030  +4.615427
 2.301030  -5.221849  +4.694610
 2.301030  -5.154902  +4.761559
 2.301030  -5.096910  +4.819552
 2.301030  -5.045757  +4.870706
 2.301030  -5.000000  +4.916465
 2.301030  -4.698970  +5.217511
 2.301030  -4.522879  +5.393618
 2.301030  -4.397940  +5.518572
 2.301030  -4.301030  +5.615498
 2.301030  -4.221849  +5.694695
 2.301030  -4.154902  +5.761657
 2.301030  -4.096910  +5.819665
 2.301030  -4.045757  +5.870833
 2.301030  -4.000000  +5.916606
 2.301030  -3.698970  +6.217794
 2.301030  -3.522879  +6.394043
 2.301030  -3.397940  +6.519141
 2.301030  -3.301030  +6.616210
 2.301030  -3.221849  +6.695551
 2.301030  -3.154902  +6.762658
 2.301030  -3.096910  +6.820811
 2.301030  -3.045757  +6.872126
 2.301030  -3.000000  +6.918045
 2.301030  -2.698970  +7.220733
 2.301030  -2.522879  +7.398545
 2.301030  -2.397940  +7.525269
 2.301030  -2.301030  +7.624030
 2.301030  -2.221849  +7.705129
 2.301030  -2.154902  +7.774062
 2.301030  -2.096910  +7.834109
 2.301030  -2.045757  +7.887386
 2.301030  -2.000000  +7.935341
 2.301030  -1.698970  +8.262490
 2.301030  -1.522879  +8.472785
 2.301030  -1.397940  +8.640362
 2.301030  -1.301030  +8.788099
 2.301030  -1.221849  +8.925469
 2.301030  -1.154902  +9.056700
 2.301030  -1.096910  +9.183621
 2.301030  -1.045757  +9.306715
 2.301030  -1.000000  +9.426105
 2.301030  -0.698970  +10.416479
 2.301030  -0.522879  +10.963850
 2.301030  -0.397940  +11.335019
 2.301030  -0.301030  +11.604996
 2.301030  -0.221849  +11.799391
 2.301030  -0.154902  +11.966318
 2.301030  -0.096910  +12.100852
 2.301030  -0.045757  +12.222266
 2.301030  +0.000000  +12.325311
 2.301030  +0.079181  +12.517083
 2.301030  +0.146128  +12.673074
 2.301030  +0.204120  +12.802751
 2.301030  +0.255273  +12.922564
 2.301030  +0.301030  +13.035350
 2.301030  +0.342423  +13.120041
 2.301030  +0.477121  +13.413327
 2.301030  +0.602060  +13.673538
 2.301030  +0.698970  +13.874748
 2.301030  +0.954243  +14.363164
 2.301030  +1.079181  +14.597357
 2.301030  +1.176091  +14.776912
 2.301030  +1.301030  +15.005935
 2.301030  +1.477121  +15.323763
 2.301030  +1.698970  +15.718522
 2.301030  +1.845098  +15.975763
 2.301030  +2.000000  +16.246072
 2.301030  +2.176091  +16.551916
 2.301030  +2.301030  +16.767774
 2.301030  +2.397940  +16.934639
 2.301030  +2.477121  +17.070647
 2.301030  +2.544068  +17.185427
 2.301030  +2.602060  +17.284705
 2.301030  +2.653213  +17.372166
 2.301030  +2.698970  +17.450322
 2.301030  +2.778151  +17.585395
 2.301030  +2.845098  +17.699439
 2.301030  +2.903090  +17.798117
 2.301030  +2.954243  +17.885076
 2.301030  +3.000000  +17.962802
 2.301030  +3.079181  +18.097175
 2.301030  +3.146128  +18.210664
 2.301030  +3.204120  +18.308891
 2.301030  +3.255273  +18.395431
 2.477121  -7.522879  +2.569662
 2.477121  -7.397940  +2.694601
 2.477121  -7.301030  +2.791511
 2.477121  -7.221849  +2.870692
 2.477121  -7.154902  +2.937639
 2.477121  -7.096910  +2.995631
 2.477121  -7.045757  +3.046783
 2.477121  -7.000000  +3.092541
 2.477121  -6.698970  +3.393571
 2.477121  -6.522879  +3.569663
 2.477121  -6.397940  +3.694602
 2.477121  -6.301030  +3.791512
 2.477121  -6.221849  +3.870694
 2.477121  -6.154902  +3.937641
 2.477121  -6.096910  +3.995633
 2.477121  -6.045757  +4.046786
 2.477121  -6.000000  +4.092543
 2.477121  -5.698970  +4.393576
 2.477121  -5.522879  +4.569670
 2.477121  -5.397940  +4.694611
 2.477121  -5.301030  +4.791524
 2.477121  -5.221849  +4.870708
 2.477121  -5.154902  +4.937657
 2.477121  -5.096910  +4.995651
 2.477121  -5.045757  +5.046806
 2.477121  -5.000000  +5.092567
 2.477121  -4.698970  +5.393622
 2.477121  -4.522879  +5.569739
 2.477121  -4.397940  +5.694704
 2.477121  -4.301030  +5.791639
 2.477121  -4.221849  +5.870847
 2.477121  -4.154902  +5.937819
 2.477121  -4.096910  +5.995837
 2.477121  -4.045757  +6.047015
 2.477121  -4.000000  +6.092799
 2.477121  -3.698970  +6.394087
 2.477121  -3.522879  +6.570436
 2.477121  -3.397940  +6.695634
 2.477121  -3.301030  +6.792804
 2.477121  -3.221849  +6.872245
 2.477121  -3.154902  +6.939453
 2.477121  -3.096910  +6.997705
 2.477121  -3.045757  +7.049120
 2.477121  -3.000000  +7.095139
 2.477121  -2.698970  +7.398818
 2.477121  -2.522879  +7.577608
 2.477121  -2.397940  +7.705296
 2.477121  -2.301030  +7.805008
 2.477121  -2.221849  +7.887042
 2.477121  -2.154902  +7.956894
 2.477121  -2.096910  +8.017844
 2.477121  -2.045757  +8.072006
 2.477121  -2.000000  +8.120827
 2.477121  -1.698970  +8.455446
 2.477121  -1.522879  +8.670539
 2.477121  -1.397940  +8.839732
 2.477121  -1.301030  +8.985727
 2.477121  -1.221849  +9.118191
 2.477121  -1.154902  +9.241835
 2.477121  -1.096910  +9.359120
 2.477121  -1.045757  +9.471271
 2.477121  -1.000000  +9.579004
 2.477121  -0.698970  +10.476326
 2.477121  -0.522879  +11.005509
 2.477121  -0.397940  +11.357001
 2.477121  -0.301030  +11.616303
 2.477121  -0.221849  +11.818570
 2.477121  -0.154902  +11.989015
 2.477121  -0.096910  +12.125421
 2.477121  -0.045757  +12.242477
 2.477121  +0.000000  +12.321081
 2.477121  +0.079181  +12.521249
 2.477121  +0.146128  +12.674119
 2.477121  +0.204120  +12.803007
 2.477121  +0.255273  +12.924981
 2.477121  +0.301030  +13.029178
 2.477121  +0.342423  +13.121852
 2.477121  +0.477121  +13.414644
 2.477121  +0.602060  +13.674285
 2.477121  +0.698970  +13.869329
 2.477121  +0.954243  +14.362205
 2.477121  +1.079181  +14.597468
 2.477121  +1.176091  +14.777081
 2.477121  +1.301030  +15.006038
 2.477121  +1.477121  +15.323860
 2.477121  +1.698970  +15.718553
 2.477121  +1.845098  +15.975785
 2.477121  +2.000000  +16.246144
 2.477121  +2.176091  +16.551971
 2.477121  +2.301030  +16.767820
 2.477121  +2.397940  +16.934680
 2.477121  +2.477121  +17.070683
 2.477121  +2.544068  +17.185459
 2.477121  +2.602060  +17.284735
 2.477121  +2.653213  +17.372195
 2.477121  +2.698970  +17.450349
 2.477121  +2.778151  +17.585420
 2.477121  +2.845098  +17.699461
 2.477121  +2.903090  +17.798137
 2.477121  +2.954243  +17.885095
 2.477121  +3.000000  +17.962820
 2.477121  +3.079181  +18.097191
 2.477121  +3.146128  +18.210680
 2.477121  +3.204120  +18.308905
 2.477121  +3.255273  +18.395444
 2.698970  -7.522879  +2.791511
 2.698970  -7.397940  +2.916450
 2.698970  -7.301030  +3.013360
 2.698970  -7.221849  +3.092541
 2.698970  -7.154902  +3.159488
 2.698970  -7.096910  +3.217480
 2.698970  -7.045757  +3.268632
 2.698970  -7.000000  +3.314390
 2.698970  -6.698970  +3.615420
 2.698970  -6.522879  +3.791512
 2.698970  -6.397940  +3.916451
 2.698970  -6.301030  +4.013361
 2.698970  -6.221849  +4.092543
 2.698970  -6.154902  +4.159490
 2.698970  -6.096910  +4.217482
 2.698970  -6.045757  +4.268635
 2.698970  -6.000000  +4.314393
 2.698970  -5.698970  +4.615426
 2.698970  -5.522879  +4.791520
 2.698970  -5.397940  +4.916462
 2.698970  -5.301030  +5.013375
 2.698970  -5.221849  +5.092560
 2.698970  -5.154902  +5.159510
 2.698970  -5.096910  +5.217505
 2.698970  -5.045757  +5.268661
 2.698970  -5.000000  +5.314421
 2.698970  -4.698970  +5.615483
 2.698970  -4.522879  +5.791606
 2.698970  -4.397940  +5.916576
 2.698970  -4.301030  +6.013518
 2.698970  -4.221849  +6.092731
 2.698970  -4.154902  +6.159710
 2.698970  -4.096910  +6.217733
 2.698970  -4.045757  +6.268918
 2.698970  -4.000000  +6.314707
 2.698970  -3.698970  +6.616055
 2.698970  -3.522879  +6.792464
 2.698970  -3.397940  +6.917721
 2.698970  -3.301030  +7.014950
 2.698970  -3.221849  +7.094450
 2.698970  -3.154902  +7.161716
 2.698970  -3.096910  +7.220028
 2.698970  -3.045757  +7.271500
 2.698970  -3.000000  +7.317578
 2.698970  -2.698970  +7.621830
 2.698970  -2.522879  +7.801177
 2.698970  -2.397940  +7.929404
 2.698970  -2.301030  +8.029636
 2.698970  -2.221849  +8.112173
 2.698970  -2.154902  +8.182508
 2.698970  -2.096910  +8.243921
 2.698970  -2.045757  +8.298528
 2.698970  -2.000000  +8.347773
 2.698970  -1.698970  +8.685457
 2.698970  -1.522879  +8.901304
 2.698970  -1.397940  +9.068830
 2.698970  -1.301030  +9.210811
 2.698970  -1.221849  +9.337136
 2.698970  -1.154902  +9.452864
 2.698970  -1.096910  +9.560841
 2.698970  -1.045757  +9.662729
 2.698970  -1.000000  +9.759604
 2.698970  -0.698970  +10.538315
 2.698970  -0.522879  +11.012415
 2.698970  -0.397940  +11.349122
 2.698970  -0.301030  +11.610958
 2.698970  -0.221849  +11.815119
 2.698970  -0.154902  +11.987085
 2.698970  -0.096910  +12.131417
 2.698970  -0.045757  +12.249387
 2.698970  +0.000000  +12.351247
 2.698970  +0.079181  +12.514962
 2.698970  +0.146128  +12.674484
 2.698970  +0.204120  +12.808055
 2.698970  +0.255273  +12.927840
 2.698970  +0.301030  +13.032543
 2.698970  +0.342423  +13.125045
 2.698970  +0.477121  +13.416730
 2.698970  +0.602060  +13.675848
 2.698970  +0.698970  +13.870965
 2.698970  +0.954243  +14.362961
 2.698970  +1.079181  +14.597770
 2.698970  +1.176091  +14.777288
 2.698970  +1.301030  +15.006072
 2.698970  +1.477121  +15.323976
 2.698970  +1.698970  +15.718689
 2.698970  +1.845098  +15.975783
 2.698970  +2.000000  +16.246267
 2.698970  +2.176091  +16.552064
 2.698970  +2.301030  +16.767897
 2.698970  +2.397940  +16.934746
 2.698970  +2.477121  +17.070743
 2.698970  +2.544068  +17.185514
 2.698970  +2.602060  +17.284785
 2.698970  +2.653213  +17.372241
 2.698970  +2.698970  +17.450393
 2.698970  +2.778151  +17.585459
 2.698970  +2.845098  +17.699497
 2.698970  +2.903090  +17.798170
 2.698970  +2.954243  +17.885126
 2.698970  +3.000000  +17.962849
 2.698970  +3.079181  +18.097217
 2.698970  +3.146128  +18.210704
 2.698970  +3.204120  +18.308927
 2.698970  +3.255273  +18.395465
 2.845098  -7.522879  +2.937639
 2.845098  -7.397940  +3.062577
 2.845098  -7.301030  +3.159488
 2.845098  -7.221849  +3.238669
 2.845098  -7.154902  +3.305616
 2.845098  -7.096910  +3.363608
 2.845098  -7.045757  +3.414760
 2.845098  -7.000000  +3.460518
 2.845098  -6.698970  +3.761548
 2.845098  -6.522879  +3.937640
 2.845098  -6.397940  +4.062579
 2.845098  -6.301030  +4.159489
 2.845098  -6.221849  +4.238671
 2.845098  -6.154902  +4.305618
 2.845098  -6.096910  +4.363610
 2.845098  -6.045757  +4.414763
 2.845098  -6.000000  +4.460521
 2.845098  -5.698970  +4.761554
 2.845098  -5.522879  +4.937649
 2.845098  -5.397940  +5.062591
 2.845098  -5.301030  +5.159504
 2.845098  -5.221849  +5.238689
 2.845098  -5.154902  +5.305639
 2.845098  -5.096910  +5.363634
 2.845098  -5.045757  +5.414790
 2.845098  -5.000000  +5.460551
 2.845098  -4.698970  +5.761614
 2.845098  -4.522879  +5.937738
 2.845098  -4.397940  +6.062709
 2.845098  -4.301030  +6.159652
 2.845098  -4.221849  +6.238867
 2.845098  -4.154902  +6.305846
 2.845098  -4.096910  +6.363871
 2.845098  -4.045757  +6.415057
 2.845098  -4.000000  +6.460847
 2.845098  -3.698970  +6.762207
 2.845098  -3.522879  +6.938629
 2.845098  -3.397940  +7.063898
 2.845098  -3.301030  +7.161139
 2.845098  -3.221849  +7.240651
 2.845098  -3.154902  +7.307929
 2.845098  -3.096910  +7.366253
 2.845098  -3.045757  +7.417737
 2.845098  -3.000000  +7.463826
 2.845098  -2.698970  +7.768189
 2.845098  -2.522879  +7.947637
 2.845098  -2.397940  +8.075957
 2.845098  -2.301030  +8.176271
 2.845098  -2.221849  +8.258880
 2.845098  -2.154902  +8.329278
 2.845098  -2.096910  +8.390745
 2.845098  -2.045757  +8.445395
 2.845098  -2.000000  +8.494673
 2.845098  -1.698970  +8.832136
 2.845098  -1.522879  +9.046740
 2.845098  -1.397940  +9.212031
 2.845098  -1.301030  +9.350857
 2.845098  -1.221849  +9.473222
 2.845098  -1.154902  +9.584318
 2.845098  -1.096910  +9.687136
 2.845098  -1.045757  +9.783491
 2.845098  -1.000000  +9.874587
 2.845098  -0.698970  +10.571385
 2.845098  -0.522879  +11.025888
 2.845098  -0.397940  +11.364472
 2.845098  -0.301030  +11.620380
 2.845098  -0.221849  +11.824906
 2.845098  -0.154902  +11.996998
 2.845098  -0.096910  +12.137357
 2.845098  -0.045757  +12.255142
 2.845098  +0.000000  +12.352153
 2.845098  +0.079181  +12.510342
 2.845098  +0.146128  +12.673491
 2.845098  +0.204120  +12.812215
 2.845098  +0.255273  +12.931441
 2.845098  +0.301030  +13.035707
 2.845098  +0.342423  +13.128076
 2.845098  +0.477121  +13.418711
 2.845098  +0.602060  +13.677353
 2.845098  +0.698970  +13.872234
 2.845098  +0.954242  +14.363565
 2.845098  +1.079181  +14.598031
 2.845098  +1.176091  +14.777528
 2.845098  +1.301030  +15.006295
 2.845098  +1.477121  +15.323916
 2.845098  +1.698970  +15.718802
 2.845098  +1.845098  +15.975874
 2.845098  +2.000000  +16.246376
 2.845098  +2.176091  +16.552146
 2.845098  +2.301030  +16.767964
 2.845098  +2.397940  +16.934804
 2.845098  +2.477121  +17.070794
 2.845098  +2.544068  +17.185560
 2.845098  +2.602060  +17.284827
 2.845098  +2.653213  +17.372281
 2.845098  +2.698970  +17.450430
 2.845098  +2.778151  +17.585492
 2.845098  +2.845098  +17.699527
 2.845098  +2.903090  +17.798198
 2.845098  +2.954243  +17.885152
 2.845098  +3.000000  +17.962874
 2.845098  +3.079181  +18.097240
 2.845098  +3.146128  +18.210724
 2.845098  +3.204120  +18.308946
 2.845098  +3.255273  +18.395482
 3.000000  -7.522879  +3.092541
 3.000000  -7.397940  +3.217480
 3.000000  -7.301030  +3.314390
 3.000000  -7.221849  +3.393571
 3.000000  -7.154902  +3.460518
 3.000000  -7.096910  +3.518510
 3.000000  -7.045757  +3.569662
 3.000000  -7.000000  +3.615420
 3.000000  -6.698970  +3.916450
 3.000000  -6.522879  +4.092542
 3.000000  -6.397940  +4.217481
 3.000000  -6.301030  +4.314391
 3.000000  -6.221849  +4.393573
 3.000000  -6.154902  +4.460520
 3.000000  -6.096910  +4.518512
 3.000000  -6.045757  +4.569665
 3.000000  -6.000000  +4.615423
 3.000000  -5.698970  +4.916456
 3.000000  -5.522879  +5.092550
 3.000000  -5.397940  +5.217493
 3.000000  -5.301030  +5.314406
 3.000000  -5.221849  +5.393590
 3.000000  -5.154902  +5.460540
 3.000000  -5.096910  +5.518536
 3.000000  -5.045757  +5.569691
 3.000000  -5.000000  +5.615452
 3.000000  -4.698970  +5.916515
 3.000000  -4.522879  +6.092639
 3.000000  -4.397940  +6.217611
 3.000000  -4.301030  +6.314554
 3.000000  -4.221849  +6.393767
 3.000000  -4.154902  +6.460747
 3.000000  -4.096910  +6.518772
 3.000000  -4.045757  +6.569957
 3.000000  -4.000000  +6.615747
 3.000000  -3.698970  +6.917105
 3.000000  -3.522879  +7.093524
 3.000000  -3.397940  +7.218791
 3.000000  -3.301030  +7.316029
 3.000000  -3.221849  +7.395539
 3.000000  -3.154902  +7.462814
 3.000000  -3.096910  +7.521135
 3.000000  -3.045757  +7.572616
 3.000000  -3.000000  +7.618703
 3.000000  -2.698970  +7.923033
 3.000000  -2.522879  +8.102440
 3.000000  -2.397940  +8.230710
 3.000000  -2.301030  +8.330967
 3.000000  -2.221849  +8.413512
 3.000000  -2.154902  +8.483838
 3.000000  -2.096910  +8.545224
 3.000000  -2.045757  +8.599786
 3.000000  -2.000000  +8.648968
 3.000000  -1.698970  +8.985034
 3.000000  -1.522879  +9.197473
 3.000000  -1.397940  +9.359879
 3.000000  -1.301030  +9.495171
 3.000000  -1.221849  +9.613443
 3.000000  -1.154902  +9.719986
 3.000000  -1.096910  +9.817888
 3.000000  -1.045757  +9.909073
 3.000000  -1.000000  +9.994826
 3.000000  -0.698970  +10.675320
 3.000000  -0.522879  +11.116209
 3.000000  -0.397940  +11.427843
 3.000000  -0.301030  +11.668973
 3.000000  -0.221849  +11.856028
 3.000000  -0.154902  +12.011621
 3.000000  -0.096910  +12.144310
 3.000000  -0.045757  +12.234737
 3.000000  +0.000000  +12.325269
 3.000000  +0.079181  +12.517586
 3.000000  +0.146128  +12.680896
 3.000000  +0.204120  +12.818373
 3.000000  +0.255273  +12.936733
 3.000000  +0.301030  +13.040443
 3.000000  +0.342423  +13.132333
 3.000000  +0.477121  +13.421668
 3.000000  +0.602060  +13.679543
 3.000000  +0.698970  +13.874076
 3.000000  +0.954243  +14.364870
 3.000000  +1.079181  +14.598459
 3.000000  +1.176091  +14.777901
 3.000000  +1.301030  +15.006731
 3.000000  +1.477121  +15.324398
 3.000000  +1.698970  +15.718839
 3.000000  +1.845098  +15.976010
 3.000000  +2.000000  +16.246529
 3.000000  +2.176091  +16.552259
 3.000000  +2.301030  +16.768055
 3.000000  +2.397940  +16.934882
 3.000000  +2.477121  +17.070863
 3.000000  +2.544068  +17.185622
 3.000000  +2.602060  +17.284884
 3.000000  +2.653213  +17.372333
 3.000000  +2.698970  +17.450479
 3.000000  +2.778151  +17.585536
 3.000000  +2.845098  +17.699566
 3.000000  +2.903090  +17.798235
 3.000000  +2.954243  +17.885186
 3.000000  +3.000000  +17.962906
 3.000000  +3.079181  +18.097268
 3.000000  +3.146128  +18.210750
 3.000000  +3.204120  +18.308970
 3.000000  +3.255273  +18.395505
 3.301030  -7.522879  +3.398828
 3.301030  -7.397940  +3.523069
 3.301030  -7.301030  +3.619503
 3.301030  -7.221849  +3.698331
 3.301030  -7.154902  +3.765004
 3.301030  -7.096910  +3.822774
 3.301030  -7.045757  +3.873743
 3.301030  -7.000000  +3.919345
 3.301030  -6.698970  +4.219531
 3.301030  -6.522879  +4.395248
 3.301030  -6.397940  +4.519963
 3.301030  -6.301030  +4.616720
 3.301030  -6.221849  +4.695788
 3.301030  -6.154902  +4.762648
 3.301030  -6.096910  +4.820569
 3.301030  -6.045757  +4.871663
 3.301030  -6.000000  +4.917371
 3.301030  -5.698970  +5.218133
 3.301030  -5.522879  +5.394109
 3.301030  -5.397940  +5.518982
 3.301030  -5.301030  +5.615847
 3.301030  -5.221849  +5.694995
 3.301030  -5.154902  +5.761916
 3.301030  -5.096910  +5.819889
 3.301030  -5.045757  +5.871025
 3.301030  -5.000000  +5.916770
 3.301030  -4.698970  +6.217744
 3.301030  -4.522879  +6.393827
 3.301030  -4.397940  +6.518773
 3.301030  -4.301030  +6.615697
 3.301030  -4.221849  +6.694897
 3.301030  -4.154902  +6.761864
 3.301030  -4.096910  +6.819879
 3.301030  -4.045757  +6.871055
 3.301030  -4.000000  +6.916837
 3.301030  -3.698970  +7.218136
 3.301030  -3.522879  +7.394511
 3.301030  -3.397940  +7.519738
 3.301030  -3.301030  +7.616939
 3.301030  -3.221849  +7.696413
 3.301030  -3.154902  +7.763653
