# Log T   Log Rho   Log P
 5.397940  -5.397940  +8.220559
 5.397940  -5.301030  +8.317434
 5.397940  -5.221849  +8.396582
 5.397940  -5.154902  +8.463499
 5.397940  -5.096910  +8.521464
 5.397940  -5.045757  +8.572590
 5.397940  -5.000000  +8.618323
 5.397940  -4.698970  +8.919156
 5.397940  -4.522879  +9.095096
 5.397940  -4.397940  +9.219908
 5.397940  -4.301030  +9.316706
 5.397940  -4.221849  +9.395787
 5.397940  -4.154902  +9.462641
 5.397940  -4.096910  +9.520547
 5.397940  -4.045757  +9.571619
 5.397940  -4.000000  +9.617300
 5.397940  -3.698970  +9.917719
 5.397940  -3.522879  +10.093344
 5.397940  -3.397940  +10.217892
 5.397940  -3.301030  +10.314460
 5.397940  -3.221849  +10.393334
 5.397940  -3.154902  +10.459998
 5.397940  -3.096910  +10.517729
 5.397940  -3.045757  +10.568636
 5.397940  -3.000000  +10.614163
 5.397940  -2.698970  +10.913355
 5.397940  -2.522879  +11.088068
 5.397940  -2.397940  +11.211864
 5.397940  -2.301030  +11.307783
 5.397940  -2.221849  +11.386080
 5.397940  -2.154902  +11.452224
 5.397940  -2.096910  +11.509477
 5.397940  -2.045757  +11.559943
 5.397940  -2.000000  +11.605057
 5.397940  -1.698970  +11.901122
 5.397940  -1.522879  +12.073662
 5.397940  -1.397940  +12.195771
 5.397940  -1.301030  +12.290310
 5.397940  -1.221849  +12.367442
 5.397940  -1.154902  +12.432584
 5.397940  -1.096910  +12.488962
 5.397940  -1.045757  +12.538656
 5.397940  -1.000000  +12.583084
 5.397940  -0.698970  +12.875051
 5.397940  -0.522879  +13.045915
 5.397940  -0.397940  +13.167409
 5.397940  -0.301030  +13.261990
 5.397940  -0.221849  +13.339693
 5.397940  -0.154902  +13.405874
 5.397940  -0.096910  +13.463724
 5.397940  -0.045757  +13.515268
 5.397940  +0.000000  +13.561878
 5.397940  +0.079181  +13.643877
 5.397940  +0.146128  +13.714729
 5.397940  +0.204120  +13.777345
 5.397940  +0.255273  +13.833574
 5.397940  +0.301030  +13.884676
 5.397940  +0.342423  +13.931557
 5.397940  +0.477121  +14.088353
 5.397940  +0.602060  +14.239563
 5.397940  +0.698970  +14.360852
 5.397940  +0.954243  +14.698622
 5.397940  +1.079181  +14.873770
 5.397940  +1.176091  +15.013946
 5.397940  +1.301030  +15.199678
 5.397940  +1.477121  +15.469640
 5.397940  +1.698970  +15.820369
 5.397940  +1.845098  +16.056172
 5.397940  +2.000000  +16.309142
 5.397940  +2.176091  +16.599462
 5.397940  +2.301030  +16.806730
 5.397940  +2.397940  +16.968042
 5.397940  +2.477121  +17.100118
 5.397940  +2.544068  +17.211945
 5.397940  +2.602060  +17.308911
 5.397940  +2.653213  +17.394506
 5.397940  +2.698970  +17.471116
 5.397940  +2.778151  +17.603769
 5.397940  +2.845098  +17.715991
 5.397940  +2.903090  +17.813240
 5.397940  +2.954243  +17.899044
 5.397940  +3.000000  +17.975813
 5.397940  +3.079181  +18.108683
 5.397940  +3.146128  +18.221041
 5.397940  +3.204120  +18.318378
 5.397940  +3.255273  +18.404198
 5.477121  -7.522879  +6.175087
 5.477121  -7.397940  +6.300022
 5.477121  -7.301030  +6.396930
 5.477121  -7.221849  +6.476108
 5.477121  -7.154902  +6.543053
 5.477121  -7.096910  +6.601043
 5.477121  -7.045757  +6.652193
 5.477121  -7.000000  +6.697949
 5.477121  -6.698970  +6.998963
 5.477121  -6.522879  +7.175043
 5.477121  -6.397940  +7.299972
 5.477121  -6.301030  +7.396873
 5.477121  -6.221849  +7.476046
 5.477121  -6.154902  +7.542986
 5.477121  -6.096910  +7.600971
 5.477121  -6.045757  +7.652118
 5.477121  -6.000000  +7.697869
 5.477121  -5.698970  +7.998851
 5.477121  -5.522879  +8.174905
 5.477121  -5.397940  +8.299813
 5.477121  -5.301030  +8.396696
 5.477121  -5.221849  +8.475852
 5.477121  -5.154902  +8.542777
 5.477121  -5.096910  +8.600748
 5.477121  -5.045757  +8.651880
 5.477121  -5.000000  +8.697619
 5.477121  -4.698970  +8.998498
 5.477121  -4.522879  +9.174474
 5.477121  -4.397940  +9.299316
 5.477121  -4.301030  +9.396141
 5.477121  -4.221849  +9.475245
 5.477121  -4.154902  +9.542121
 5.477121  -4.096910  +9.600047
 5.477121  -4.045757  +9.651138
 5.477121  -4.000000  +9.696838
 5.477121  -3.698970  +9.997399
 5.477121  -3.522879  +10.173134
 5.477121  -3.397940  +10.297774
 5.477121  -3.301030  +10.394421
 5.477121  -3.221849  +10.473366
 5.477121  -3.154902  +10.540096
 5.477121  -3.096910  +10.597887
 5.477121  -3.045757  +10.648851
 5.477121  -3.000000  +10.694431
 5.477121  -2.698970  +10.994046
 5.477121  -2.522879  +11.169071
 5.477121  -2.397940  +11.293126
 5.477121  -2.301030  +11.389266
 5.477121  -2.221849  +11.467761
 5.477121  -2.154902  +11.534083
 5.477121  -2.096910  +11.591499
 5.477121  -2.045757  +11.642116
 5.477121  -2.000000  +11.687371
 5.477121  -1.698970  +11.984505
 5.477121  -1.522879  +12.157789
 5.477121  -1.397940  +12.280478
 5.477121  -1.301030  +12.375493
 5.477121  -1.221849  +12.453029
 5.477121  -1.154902  +12.518518
 5.477121  -1.096910  +12.575201
 5.477121  -1.045757  +12.625166
 5.477121  -1.000000  +12.669837
 5.477121  -0.698970  +12.963333
 5.477121  -0.522879  +13.135002
 5.477121  -0.397940  +13.256989
 5.477121  -0.301030  +13.351821
 5.477121  -0.221849  +13.429532
 5.477121  -0.154902  +13.495488
 5.477121  -0.096910  +13.552896
 5.477121  -0.045757  +13.603821
 5.477121  +0.000000  +13.649672
 5.477121  +0.079181  +13.729874
 5.477121  +0.146128  +13.798755
 5.477121  +0.204120  +13.859382
 5.477121  +0.255273  +13.913691
 5.477121  +0.301030  +13.962984
 5.477121  +0.342423  +14.008178
 5.477121  +0.477121  +14.159339
 5.477121  +0.602060  +14.305178
 5.477121  +0.698970  +14.422071
 5.477121  +0.954243  +14.747189
 5.477121  +1.079181  +14.915898
 5.477121  +1.176091  +15.051221
 5.477121  +1.301030  +15.231188
 5.477121  +1.477121  +15.494160
 5.477121  +1.698970  +15.837979
 5.477121  +1.845098  +16.070251
 5.477121  +2.000000  +16.320214
 5.477121  +2.176091  +16.607871
 5.477121  +2.301030  +16.813644
 5.477121  +2.397940  +16.973981
 5.477121  +2.477121  +17.105365
 5.477121  +2.544068  +17.216670
 5.477121  +2.602060  +17.313227
 5.477121  +2.653213  +17.398490
 5.477121  +2.698970  +17.474826
 5.477121  +2.778151  +17.607049
 5.477121  +2.845098  +17.718946
 5.477121  +2.903090  +17.815942
 5.477121  +2.954243  +17.901540
 5.477121  +3.000000  +17.978138
 5.477121  +3.079181  +18.110741
 5.477121  +3.146128  +18.222897
 5.477121  +3.204120  +18.320075
 5.477121  +3.255273  +18.405767
 5.544068  -7.522879  +6.242038
 5.544068  -7.397940  +6.366974
 5.544068  -7.301030  +6.463882
 5.544068  -7.221849  +6.543061
 5.544068  -7.154902  +6.610006
 5.544068  -7.096910  +6.667996
 5.544068  -7.045757  +6.719147
 5.544068  -7.000000  +6.764903
 5.544068  -6.698970  +7.065921
 5.544068  -6.522879  +7.242003
 5.544068  -6.397940  +7.366934
 5.544068  -6.301030  +7.463837
 5.544068  -6.221849  +7.543012
 5.544068  -6.154902  +7.609953
 5.544068  -6.096910  +7.667940
 5.544068  -6.045757  +7.719087
 5.544068  -6.000000  +7.764840
 5.544068  -5.698970  +8.065832
 5.544068  -5.522879  +8.241894
 5.544068  -5.397940  +8.366808
 5.544068  -5.301030  +8.463696
 5.544068  -5.221849  +8.542858
 5.544068  -5.154902  +8.609787
 5.544068  -5.096910  +8.667762
 5.544068  -5.045757  +8.718899
 5.544068  -5.000000  +8.764641
 5.544068  -4.698970  +9.065551
 5.544068  -4.522879  +9.241551
 5.544068  -4.397940  +9.366412
 5.544068  -4.301030  +9.463255
 5.544068  -4.221849  +9.542374
 5.544068  -4.154902  +9.609265
 5.544068  -4.096910  +9.667205
 5.544068  -4.045757  +9.718308
 5.544068  -4.000000  +9.764019
 5.544068  -3.698970  +10.064676
 5.544068  -3.522879  +10.240483
 5.544068  -3.397940  +10.365183
 5.544068  -3.301030  +10.461883
 5.544068  -3.221849  +10.540876
 5.544068  -3.154902  +10.607649
 5.544068  -3.096910  +10.665481
 5.544068  -3.045757  +10.716483
 5.544068  -3.000000  +10.762098
 5.544068  -2.698970  +11.061994
 5.544068  -2.522879  +11.237230
 5.544068  -2.397940  +11.361458
 5.544068  -2.301030  +11.457748
 5.544068  -2.221849  +11.536376
 5.544068  -2.154902  +11.602818
 5.544068  -2.096910  +11.660345
 5.544068  -2.045757  +11.711064
 5.544068  -2.000000  +11.756415
 5.544068  -1.698970  +12.054281
 5.544068  -1.522879  +12.228078
 5.544068  -1.397940  +12.351171
 5.544068  -1.301030  +12.446519
 5.544068  -1.221849  +12.524340
 5.544068  -1.154902  +12.590078
 5.544068  -1.096910  +12.646980
 5.544068  -1.045757  +12.697140
 5.544068  -1.000000  +12.741986
 5.544068  -0.698970  +13.036610
 5.544068  -0.522879  +13.208860
 5.544068  -0.397940  +13.331204
 5.544068  -0.301030  +13.426262
 5.544068  -0.221849  +13.504089
 5.544068  -0.154902  +13.570053
 5.544068  -0.096910  +13.627360
 5.544068  -0.045757  +13.678081
 5.544068  +0.000000  +13.723633
 5.544068  +0.079181  +13.802997
 5.544068  +0.146128  +13.870812
 5.544068  +0.204120  +13.930241
 5.544068  +0.255273  +13.983299
 5.544068  +0.301030  +14.031335
 5.544068  +0.342423  +14.075302
 5.544068  +0.477121  +14.222082
 5.544068  +0.602060  +14.363608
 5.544068  +0.698970  +14.477038
 5.544068  +0.954243  +14.791939
 5.544068  +1.079181  +14.955470
 5.544068  +1.176091  +15.086623
 5.544068  +1.301030  +15.261403
 5.544068  +1.477121  +15.517898
 5.544068  +1.698970  +15.855156
 5.544068  +1.845098  +16.084032
 5.544068  +2.000000  +16.331082
 5.544068  +2.176091  +16.616143
 5.544068  +2.301030  +16.820452
 5.544068  +2.397940  +16.979834
 5.544068  +2.477121  +17.110537
 5.544068  +2.544068  +17.221329
 5.544068  +2.602060  +17.317483
 5.544068  +2.653213  +17.402420
 5.544068  +2.698970  +17.478486
 5.544068  +2.778151  +17.610284
 5.544068  +2.845098  +17.721863
 5.544068  +2.903090  +17.818607
 5.544068  +2.954243  +17.904002
 5.544068  +3.000000  +17.980432
 5.544068  +3.079181  +18.112771
 5.544068  +3.146128  +18.224728
 5.544068  +3.204120  +18.321750
 5.544068  +3.255273  +18.407316
 5.602060  -7.522879  +6.300032
 5.602060  -7.397940  +6.424969
 5.602060  -7.301030  +6.521877
 5.602060  -7.221849  +6.601057
 5.602060  -7.154902  +6.668002
 5.602060  -7.096910  +6.725993
 5.602060  -7.045757  +6.777144
 5.602060  -7.000000  +6.822900
 5.602060  -6.698970  +7.123921
 5.602060  -6.522879  +7.300004
 5.602060  -6.397940  +7.424936
 5.602060  -6.301030  +7.521841
 5.602060  -6.221849  +7.601017
 5.602060  -6.154902  +7.667959
 5.602060  -6.096910  +7.725947
 5.602060  -6.045757  +7.777095
 5.602060  -6.000000  +7.822849
 5.602060  -5.698970  +8.123847
 5.602060  -5.522879  +8.299915
 5.602060  -5.397940  +8.424833
 5.602060  -5.301030  +8.521725
 5.602060  -5.221849  +8.600890
 5.602060  -5.154902  +8.667823
 5.602060  -5.096910  +8.725801
 5.602060  -5.045757  +8.776941
 5.602060  -5.000000  +8.822686
 5.602060  -4.698970  +9.123617
 5.602060  -4.522879  +9.299633
 5.602060  -4.397940  +9.424509
 5.602060  -4.301030  +9.521363
 5.602060  -4.221849  +9.600494
 5.602060  -4.154902  +9.667395
 5.602060  -4.096910  +9.725344
 5.602060  -4.045757  +9.776456
 5.602060  -4.000000  +9.822175
 5.602060  -3.698970  +10.122899
 5.602060  -3.522879  +10.298757
 5.602060  -3.397940  +10.423499
 5.602060  -3.301030  +10.520237
 5.602060  -3.221849  +10.599263
 5.602060  -3.154902  +10.666067
 5.602060  -3.096910  +10.723927
 5.602060  -3.045757  +10.774955
 5.602060  -3.000000  +10.820596
 5.602060  -2.698970  +11.120691
 5.602060  -2.522879  +11.296076
 5.602060  -2.397940  +11.420427
 5.602060  -2.301030  +11.516824
 5.602060  -2.221849  +11.595547
 5.602060  -2.154902  +11.662075
 5.602060  -2.096910  +11.719681
 5.602060  -2.045757  +11.770474
 5.602060  -2.000000  +11.815894
 5.602060  -1.698970  +12.114285
 5.602060  -1.522879  +12.288456
 5.602060  -1.397940  +12.411843
 5.602060  -1.301030  +12.507437
 5.602060  -1.221849  +12.585467
 5.602060  -1.154902  +12.651389
 5.602060  -1.096910  +12.708455
 5.602060  -1.045757  +12.758762
 5.602060  -1.000000  +12.803741
 5.602060  -0.698970  +13.099233
 5.602060  -0.522879  +13.271937
 5.602060  -0.397940  +13.394555
 5.602060  -0.301030  +13.489790
 5.602060  -0.221849  +13.567729
 5.602060  -0.154902  +13.633748
 5.602060  -0.096910  +13.691055
 5.602060  -0.045757  +13.741722
 5.602060  +0.000000  +13.787165
 5.602060  +0.079181  +13.866159
 5.602060  +0.146128  +13.933426
 5.602060  +0.204120  +13.992175
 5.602060  +0.255273  +14.044462
 5.602060  +0.301030  +14.091675
 5.602060  +0.342423  +14.134794
 5.602060  +0.477121  +14.278276
 5.602060  +0.602060  +14.416299
 5.602060  +0.698970  +14.526874
 5.602060  +0.954243  +14.833542
 5.602060  +1.079181  +14.992572
 5.602060  +1.176091  +15.120239
 5.602060  +1.301030  +15.290434
 5.602060  +1.477121  +15.540929
 5.602060  +1.698970  +15.871953
 5.602060  +1.845098  +16.097553
 5.602060  +2.000000  +16.341773
 5.602060  +2.176091  +16.624297
 5.602060  +2.301030  +16.827171
 5.602060  +2.397940  +16.985613
 5.602060  +2.477121  +17.115646
 5.602060  +2.544068  +17.225933
 5.602060  +2.602060  +17.321689
 5.602060  +2.653213  +17.406305
 5.602060  +2.698970  +17.482104
 5.602060  +2.778151  +17.613483
 5.602060  +2.845098  +17.724746
 5.602060  +2.903090  +17.821243
 5.602060  +2.954243  +17.906437
 5.602060  +3.000000  +17.982701
 5.602060  +3.079181  +18.114779
 5.602060  +3.146128  +18.226538
 5.602060  +3.204120  +18.323406
 5.602060  +3.255273  +18.408847
 5.653213  -7.522879  +6.351187
 5.653213  -7.397940  +6.476124
 5.653213  -7.301030  +6.573033
 5.653213  -7.221849  +6.652212
 5.653213  -7.154902  +6.719158
 5.653213  -7.096910  +6.777149
 5.653213  -7.045757  +6.828300
 5.653213  -7.000000  +6.874057
 5.653213  -6.698970  +7.175078
 5.653213  -6.522879  +7.351163
 5.653213  -6.397940  +7.476097
 5.653213  -6.301030  +7.573002
 5.653213  -6.221849  +7.652179
 5.653213  -6.154902  +7.719122
 5.653213  -6.096910  +7.777110
 5.653213  -6.045757  +7.828259
 5.653213  -6.000000  +7.874013
 5.653213  -5.698970  +8.175017
 5.653213  -5.522879  +8.351088
 5.653213  -5.397940  +8.476010
 5.653213  -5.301030  +8.572905
 5.653213  -5.221849  +8.652073
 5.653213  -5.154902  +8.719007
 5.653213  -5.096910  +8.776988
 5.653213  -5.045757  +8.828130
 5.653213  -5.000000  +8.873877
 5.653213  -4.698970  +9.174824
 5.653213  -4.522879  +9.350853
 5.653213  -4.397940  +9.475738
 5.653213  -4.301030  +9.572601
 5.653213  -4.221849  +9.651740
 5.653213  -4.154902  +9.718648
 5.653213  -4.096910  +9.776604
 5.653213  -4.045757  +9.827723
 5.653213  -4.000000  +9.873448
 5.653213  -3.698970  +10.174221
 5.653213  -3.522879  +10.350116
 5.653213  -3.397940  +10.474889
 5.653213  -3.301030  +10.571655
 5.653213  -3.221849  +10.650705
 5.653213  -3.154902  +10.717532
 5.653213  -3.096910  +10.775413
 5.653213  -3.045757  +10.826461
 5.653213  -3.000000  +10.872120
 5.653213  -2.698970  +11.172362
 5.653213  -2.522879  +11.347858
 5.653213  -2.397940  +11.472300
 5.653213  -2.301030  +11.568776
 5.653213  -2.221849  +11.647569
 5.653213  -2.154902  +11.714162
 5.653213  -2.096910  +11.771827
 5.653213  -2.045757  +11.822674
 5.653213  -2.000000  +11.868145
 5.653213  -1.698970  +12.166931
 5.653213  -1.522879  +12.341383
 5.653213  -1.397940  +12.464994
 5.653213  -1.301030  +12.560774
 5.653213  -1.221849  +12.638965
 5.653213  -1.154902  +12.705028
 5.653213  -1.096910  +12.762220
 5.653213  -1.045757  +12.812641
 5.653213  -1.000000  +12.857723
 5.653213  -0.698970  +13.153904
 5.653213  -0.522879  +13.326976
 5.653213  -0.397940  +13.449817
 5.653213  -0.301030  +13.545195
 5.653213  -0.221849  +13.623228
 5.653213  -0.154902  +13.689303
 5.653213  -0.096910  +13.746635
 5.653213  -0.045757  +13.797297
 5.653213  +0.000000  +13.842704
 5.653213  +0.079181  +13.921536
 5.653213  +0.146128  +13.988527
 5.653213  +0.204120  +14.046898
 5.653213  +0.255273  +14.098725
 5.653213  +0.301030  +14.145417
 5.653213  +0.342423  +14.187972
 5.653213  +0.477121  +14.329053
 5.653213  +0.602060  +14.464270
 5.653213  +0.698970  +14.572459
 5.653213  +0.954243  +14.872271
 5.653213  +1.079181  +15.027438
 5.653213  +1.176091  +15.152105
 5.653213  +1.301030  +15.318313
 5.653213  +1.477121  +15.563297
 5.653213  +1.698970  +15.888404
 5.653213  +1.845098  +16.110840
 5.653213  +2.000000  +16.352306
 5.653213  +2.176091  +16.632348
 5.653213  +2.301030  +16.833811
 5.653213  +2.397940  +16.991328
 5.653213  +2.477121  +17.120701
 5.653213  +2.544068  +17.230489
 5.653213  +2.602060  +17.325853
 5.653213  +2.653213  +17.410151
 5.653213  +2.698970  +17.485686
 5.653213  +2.778151  +17.616651
 5.653213  +2.845098  +17.727602
 5.653213  +2.903090  +17.823853
 5.653213  +2.954243  +17.908849
 5.653213  +3.000000  +17.984948
 5.653213  +3.079181  +18.116767
 5.653213  +3.146128  +18.228332
 5.653213  +3.204120  +18.325046
 5.653213  +3.255273  +18.410363
 5.698970  -7.522879  +6.396946
 5.698970  -7.397940  +6.521883
 5.698970  -7.301030  +6.618792
 5.698970  -7.221849  +6.697972
 5.698970  -7.154902  +6.764918
 5.698970  -7.096910  +6.822909
 5.698970  -7.045757  +6.874061
 5.698970  -7.000000  +6.919817
 5.698970  -6.698970  +7.220840
 5.698970  -6.522879  +7.396926
 5.698970  -6.397940  +7.521860
 5.698970  -6.301030  +7.618766
 5.698970  -6.221849  +7.697944
 5.698970  -6.154902  +7.764887
 5.698970  -6.096910  +7.822876
 5.698970  -6.045757  +7.874025
 5.698970  -6.000000  +7.919780
 5.698970  -5.698970  +8.220788
 5.698970  -5.522879  +8.396862
 5.698970  -5.397940  +8.521786
 5.698970  -5.301030  +8.618683
 5.698970  -5.221849  +8.697853
 5.698970  -5.154902  +8.764789
 5.698970  -5.096910  +8.822771
 5.698970  -5.045757  +8.873915
 5.698970  -5.000000  +8.919664
 5.698970  -4.698970  +9.220623
 5.698970  -4.522879  +9.396660
 5.698970  -4.397940  +9.521553
 5.698970  -4.301030  +9.618424
 5.698970  -4.221849  +9.697569
 5.698970  -4.154902  +9.764482
 5.698970  -4.096910  +9.822443
 5.698970  -4.045757  +9.873567
 5.698970  -4.000000  +9.919297
 5.698970  -3.698970  +10.220107
 5.698970  -3.522879  +10.396030
 5.698970  -3.397940  +10.520828
 5.698970  -3.301030  +10.617613
 5.698970  -3.221849  +10.696683
 5.698970  -3.154902  +10.763527
 5.698970  -3.096910  +10.821423
 5.698970  -3.045757  +10.872486
 5.698970  -3.000000  +10.918160
 5.698970  -2.698970  +11.218514
 5.698970  -2.522879  +11.394094
 5.698970  -2.397940  +11.518606
 5.698970  -2.301030  +11.615143
 5.698970  -2.221849  +11.693990
 5.698970  -2.154902  +11.760632
 5.698970  -2.096910  +11.818342
 5.698970  -2.045757  +11.869232
 5.698970  -2.000000  +11.914742
 5.698970  -1.698970  +12.213833
 5.698970  -1.522879  +12.388504
 5.698970  -1.397940  +12.512288
 5.698970  -1.301030  +12.608214
 5.698970  -1.221849  +12.686532
 5.698970  -1.154902  +12.752706
 5.698970  -1.096910  +12.809998
 5.698970  -1.045757  +12.860509
 5.698970  -1.000000  +12.905673
 5.698970  -0.698970  +13.202411
 5.698970  -0.522879  +13.375791
 5.698970  -0.397940  +13.498820
 5.698970  -0.301030  +13.594319
 5.698970  -0.221849  +13.672430
 5.698970  -0.154902  +13.738556
 5.698970  -0.096910  +13.795916
 5.698970  -0.045757  +13.846587
 5.698970  +0.000000  +13.891985
 5.698970  +0.079181  +13.970746
 5.698970  +0.146128  +14.037593
 5.698970  +0.204120  +14.095754
 5.698970  +0.255273  +14.147309
 5.698970  +0.301030  +14.193675
 5.698970  +0.342423  +14.235863
 5.698970  +0.477121  +14.375237
 5.698970  +0.602060  +14.508249
 5.698970  +0.698970  +14.614452
 5.698970  +0.954243  +14.908426
 5.698970  +1.079181  +15.060379
 5.698970  +1.176091  +15.182276
 5.698970  +1.301030  +15.345061
 5.698970  +1.477121  +15.585050
 5.698970  +1.698970  +15.904530
 5.698970  +1.845098  +16.123915
 5.698970  +2.000000  +16.362698
 5.698970  +2.176091  +16.640307
 5.698970  +2.301030  +16.840383
 5.698970  +2.397940  +16.996988
 5.698970  +2.477121  +17.125709
 5.698970  +2.544068  +17.235003
 5.698970  +2.602060  +17.329980
 5.698970  +2.653213  +17.413962
 5.698970  +2.698970  +17.489237
 5.698970  +2.778151  +17.619792
 5.698970  +2.845098  +17.730434
 5.698970  +2.903090  +17.826442
 5.698970  +2.954243  +17.911241
 5.698970  +3.000000  +17.987176
 5.698970  +3.079181  +18.118739
 5.698970  +3.146128  +18.230111
 5.698970  +3.204120  +18.326674
 5.698970  +3.255273  +18.411868
 5.778151  -7.522879  +6.476130
 5.778151  -7.397940  +6.601067
 5.778151  -7.301030  +6.697976
 5.778151  -7.221849  +6.777157
 5.778151  -7.154902  +6.844103
 5.778151  -7.096910  +6.902094
 5.778151  -7.045757  +6.953246
 5.778151  -7.000000  +6.999002
 5.778151  -6.698970  +7.300027
 5.778151  -6.522879  +7.476114
 5.778151  -6.397940  +7.601049
 5.778151  -6.301030  +7.697956
 5.778151  -6.221849  +7.777135
 5.778151  -6.154902  +7.844079
 5.778151  -6.096910  +7.902069
 5.778151  -6.045757  +7.953219
 5.778151  -6.000000  +7.998974
 5.778151  -5.698970  +8.299987
 5.778151  -5.522879  +8.476065
 5.778151  -5.397940  +8.600993
 5.778151  -5.301030  +8.697894
 5.778151  -5.221849  +8.777066
 5.778151  -5.154902  +8.844005
 5.778151  -5.096910  +8.901989
 5.778151  -5.045757  +8.953135
 5.778151  -5.000000  +8.998885
 5.778151  -4.698970  +9.299862
 5.778151  -4.522879  +9.475912
 5.778151  -4.397940  +9.600816
 5.778151  -4.301030  +9.697695
 5.778151  -4.221849  +9.776849
 5.778151  -4.154902  +9.843771
 5.778151  -4.096910  +9.901739
 5.778151  -4.045757  +9.952870
 5.778151  -4.000000  +9.998606
 5.778151  -3.698970  +10.299468
 5.778151  -3.522879  +10.475431
 5.778151  -3.397940  +10.600262
 5.778151  -3.301030  +10.697077
 5.778151  -3.221849  +10.776173
 5.778151  -3.154902  +10.843041
 5.778151  -3.096910  +10.900960
 5.778151  -3.045757  +10.952044
 5.778151  -3.000000  +10.997737
 5.778151  -2.698970  +11.298250
 5.778151  -2.522879  +11.473948
 5.778151  -2.397940  +11.598559
 5.778151  -2.301030  +11.695183
 5.778151  -2.221849  +11.774107
 5.778151  -2.154902  +11.840819
 5.778151  -2.096910  +11.898593
 5.778151  -2.045757  +11.949543
 5.778151  -2.000000  +11.995110
 5.778151  -1.698970  +12.294638
 5.778151  -1.522879  +12.469622
 5.778151  -1.397940  +12.593659
 5.778151  -1.301030  +12.689798
 5.778151  -1.221849  +12.768300
 5.778151  -1.154902  +12.834637
 5.778151  -1.096910  +12.892075
 5.778151  -1.045757  +12.942719
 5.778151  -1.000000  +12.988005
 5.778151  -0.698970  +13.285584
 5.778151  -0.522879  +13.459444
 5.778151  -0.397940  +13.582777
 5.778151  -0.301030  +13.678475
 5.778151  -0.221849  +13.756718
 5.778151  -0.154902  +13.822930
 5.778151  -0.096910  +13.880344
 5.778151  -0.045757  +13.931041
 5.778151  +0.000000  +13.976444
 5.778151  +0.079181  +14.055155
 5.778151  +0.146128  +14.121880
 5.778151  +0.204120  +14.179844
 5.778151  +0.255273  +14.231130
 5.778151  +0.301030  +14.277162
 5.778151  +0.342423  +14.318953
 5.778151  +0.477121  +14.456292
 5.778151  +0.602060  +14.586304
 5.778151  +0.698970  +14.689539
 5.778151  +0.954243  +14.974142
 5.778151  +1.079181  +15.120924
 5.778151  +1.176091  +15.238472
 5.778151  +1.301030  +15.395204
 5.778151  +1.477121  +15.626712
 5.778151  +1.698970  +15.935892
 5.778151  +1.845098  +16.149486
 5.778151  +2.000000  +16.383101
 5.778151  +2.176091  +16.655982
 5.778151  +2.301030  +16.853346
 5.778151  +2.397940  +17.008162
 5.778151  +2.477121  +17.135601
 5.778151  +2.544068  +17.243925
 5.778151  +2.602060  +17.338137
 5.778151  +2.653213  +17.421500
 5.778151  +2.698970  +17.496260
 5.778151  +2.778151  +17.626006
 5.778151  +2.845098  +17.736036
 5.778151  +2.903090  +17.831564
 5.778151  +2.954243  +17.915974
 5.778151  +3.000000  +17.991587
 5.778151  +3.079181  +18.122643
 5.778151  +3.146128  +18.233632
 5.778151  +3.204120  +18.329894
 5.778151  +3.255273  +18.414844
 5.845098  -7.522879  +6.543078
 5.845098  -7.397940  +6.668016
 5.845098  -7.301030  +6.764925
 5.845098  -7.221849  +6.844106
 5.845098  -7.154902  +6.911052
 5.845098  -7.096910  +6.969043
 5.845098  -7.045757  +7.020195
 5.845098  -7.000000  +7.065952
 5.845098  -6.698970  +7.366978
 5.845098  -6.522879  +7.543066
 5.845098  -6.397940  +7.668002
 5.845098  -6.301030  +7.764909
 5.845098  -6.221849  +7.844088
 5.845098  -6.154902  +7.911033
 5.845098  -6.096910  +7.969023
 5.845098  -6.045757  +8.020174
 5.845098  -6.000000  +8.065929
 5.845098  -5.698970  +8.366946
 5.845098  -5.522879  +8.543027
 5.845098  -5.397940  +8.667957
 5.845098  -5.301030  +8.764859
 5.845098  -5.221849  +8.844033
 5.845098  -5.154902  +8.910974
 5.845098  -5.096910  +8.968960
 5.845098  -5.045757  +9.020107
 5.845098  -5.000000  +9.065859
 5.845098  -4.698970  +9.366846
 5.845098  -4.522879  +9.542905
 5.845098  -4.397940  +9.667816
 5.845098  -4.301030  +9.764702
 5.845098  -4.221849  +9.843861
 5.845098  -4.154902  +9.910788
 5.845098  -4.096910  +9.968761
 5.845098  -4.045757  +10.019896
 5.845098  -4.000000  +10.065637
 5.845098  -3.698970  +10.366534
 5.845098  -3.522879  +10.542523
 5.845098  -3.397940  +10.667375
 5.845098  -3.301030  +10.764210
 5.845098  -3.221849  +10.843323
 5.845098  -3.154902  +10.910207
 5.845098  -3.096910  +10.968141
 5.845098  -3.045757  +11.019239
 5.845098  -3.000000  +11.064945
 5.845098  -2.698970  +11.365562
 5.845098  -2.522879  +11.541341
 5.845098  -2.397940  +11.666017
 5.845098  -2.301030  +11.762698
 5.845098  -2.221849  +11.841674
 5.845098  -2.154902  +11.908432
 5.845098  -2.096910  +11.966250
 5.845098  -2.045757  +12.017240
 5.845098  -2.000000  +12.062844
 5.845098  -1.698970  +12.362667
 5.845098  -1.522879  +12.537865
 5.845098  -1.397940  +12.662073
 5.845098  -1.301030  +12.758357
 5.845098  -1.221849  +12.836986
 5.845098  -1.154902  +12.903436
 5.845098  -1.096910  +12.960976
